content,score,reviewCreatedVersion,at
Apk nya ngebug,1,3.102.0,03/03/2024
"Okay, respon cepat",5,3.102.0,02/03/2024
"Yang bener aja..yg lain biaya tf ke bank 0 rupiah..ini 2.500 Belom lg klo isi saldp ovo ,jg ad admin 1.000 Jangan serakah donk..ckup ain 1.000 rupiah saja klo tf ke bank jgn pke admin😒",1,3.102.0,02/03/2024
Penanganan saat ada kendala gak bagus.....gak respon makin buruk....atau gak bisa kerja admin ovo nya....payah......cari aplikasi lain aja,1,3.102.0,02/03/2024
"Makin lama bukannya bagus malah ga jelas, Bayar pakai QRIS sering gagal jdi ribet,",1,3.102.0,02/03/2024
Aplikasi sbntr 2 spam .ga bs buat apa2 jd ribet...mending pakai DANA ATAU GOPAY aja. Jd skrng agak males mau transaksi SM aplikasi OVO.trims .tlg diperbaiki.,2,3.102.0,02/03/2024
Ovo bisa untuk semua transaksi terimakasih,5,3.102.0,01/03/2024
"Good, untung sy blm update",5,3.102.0,01/03/2024
Mudah banget aplikasinya bisa bayar cicilan apa aja..,5,3.102.0,01/03/2024
Aplikasi pencuri data neagara.. sering eror Lola.. ajing,5,3.102.0,01/03/2024
kalo akun nya terblokir sementara apa masih bisa terima transper ?,3,3.102.0,01/03/2024
Top up malah kepotong 1000 jelek banget nih payment,1,3.102.0,01/03/2024
Buat BB ku,2,3.102.0,01/03/2024
Mudah di gunakan aplikasinya. Meskipun klw transfer lebih besar biaya adminnya😆,5,3.102.0,01/03/2024
"Cepat sekali kalau bertransaksi,transfer dll",5,3.102.0,01/03/2024
Memudahkan kita untuk transaksi,5,3.102.0,29/02/2024
"sangat kecewa dengan OVO knpa login perangkat baru susahnya minta ampun, malah di blokir 30mnit, saran deh buat ovo untuk menggunakan verifikasi wajah agar lebih memudahkan untuk verifikasi keamanan akun ,",1,3.102.0,29/02/2024
Kalo sampe dana gw gak di balikin saya akan lapor polisi !!!!,1,3.102.0,29/02/2024
hayo yg blm download ovo langsung gak yesel deh,5,3.102.0,29/02/2024
"Keren, cepet, sat set, okeh.",5,3.102.0,29/02/2024
Sulit mengakses pengajuan pergantian nomor atau pun identitas. Fiturnya sama sekali gak bisa digunakan bad lah,1,3.102.0,29/02/2024
Teruntuk pihak OVO🖕🖕🖕 agar segera membuat pitur verifikasi dengan wajah👎👎👎👎,1,3.102.0,29/02/2024
"mantap poko nya mah, dan waktu tf nya klw bgus 24jm dong jgan di batasi 😂 🤣",5,3.102.0,29/02/2024
hebat bisa memudahkan transaksi,5,3.102.0,29/02/2024
Potongannya gede bangetttt Perampokan ini mah..m,2,3.102.0,29/02/2024
Update mulu..g ada perubahan yg lbh baik,1,3.102.0,29/02/2024
"Cepat dan mudah..., bisa dilakukan dimana aj... 🙏🙏👍👍👍👍👍",4,3.102.0,29/02/2024
Makasih banyak ovo,5,3.102.0,28/02/2024
Aplikasi ini makin lama makin bodoh.. aneh...,1,3.102.0,28/02/2024
ga ada pengaruh nya lemot. makin ngulah lama2 . data dah bener ko gagal,1,3.102.0,28/02/2024
Aplikasi sampah loading nya setahun perbaiki lah server nya masa lag bgt yg bener aje,1,3.102.0,28/02/2024
"Dgn OVO semua jd lebih mudah. Terimakasih OVO, I love you so much😘",5,3.102.0,28/02/2024
Agak males pake ewalet satu ini. Potongan nya sana sini beh ny3sek.,1,3.102.0,28/02/2024
Sangat membantu😊,5,3.102.0,28/02/2024
Sering gangguan APLIKASI Taii,1,3.102.0,28/02/2024
Mantap lah OVO,5,3.102.0,28/02/2024
Upgrade premium aja susah bener udah di ulang ulang berapa kali gak bisa,2,3.102.0,28/02/2024
Simpel gk ribet,5,3.102.0,28/02/2024
Semakin lemot,1,3.102.0,28/02/2024
Cepat dan terpercaya.,5,3.102.0,28/02/2024
Sangat mudah untuk dipakai dimana saja,5,3.102.0,28/02/2024
"Hallooo, ini knpa saya gx bisa buat kode pin, udah benar, tetap aja gagal,,,,, payah",5,3.102.0,28/02/2024
Saya suka pakai OVO mdh dlm pengoperasiannya,5,3.102.0,28/02/2024
GK bisa kepasang akun nya,1,3.102.0,28/02/2024
Setiap buka akun ovo selalu lemot Kelamaan loading proses transaksi nya jg lemot butuh bbrp jam utk di acc Adeeuuuhhh....,1,3.102.0,28/02/2024
TF TF segampang itu coy,5,3.102.0,28/02/2024
Makin bagus lg di upgred,5,3.102.0,28/02/2024
mudah dimengerti,5,3.102.0,27/02/2024
Kenapa saldoku ngga masuk.dari tadi malam.,1,3.102.0,27/02/2024
"Sangat cepat, tapi biaya admin tinggi dari aplikasi lain",5,3.102.0,27/02/2024
Mantap.... kalau bisa jangan ada limit,5,3.102.0,27/02/2024
mantap..cepat dan lancar tranfer nya,5,3.102.0,27/02/2024
Terima kasih banyak sekian lama menunggu 6 bulan untuk mengajukan u cardnya ke 2 kali sekarang di tolak juga.sia2 saja saya menunggu nya.,5,3.102.0,27/02/2024
Balikin duit gua asu,1,3.102.0,27/02/2024
"Makin mudah transfer dan belanja, gknperlu repot lgi bawa duit ehheheh",5,3.102.0,27/02/2024
"Gimana saya mau daftar, baru mau masukin nama, kerik 1 huruf kok gak bisa di lanjutkan, padahal yg diminta minimal 3, Dah sampai 3x aq coba, Tolong d perbaiki",1,3.102.0,27/02/2024
blum pengalaman ovo,5,3.102.0,27/02/2024
tolong gan kenapa ovo sya tdk bsa login memakai data seluler dan harus menggunakan wi fi,3,3.102.0,27/02/2024
"Bagus dan bermanfaat sekali ,tapi janggan terlalu banyak dong potonganya",5,3.102.0,27/02/2024
Aplikasinya gampang,5,3.102.0,27/02/2024
Sebulan bisa berkali2 update payah,2,3.102.0,27/02/2024
"Josss,,, top markotop",5,3.102.0,27/02/2024
"Masuknya susah banget,ga dapet link terus",1,3.102.0,27/02/2024
"biaya TF mahal polll, ga rekomended",1,3.102.0,27/02/2024
Apk ya bagus Tapi fitur ya kurang bagus Ngak bisa transfer ke ewalet yg lain.,1,3.102.0,27/02/2024
Ovo luar biasa,4,3.102.0,27/02/2024
"Top 100.000 via DANA harga 100.999, pas di cek di saldo OVO 98.500 . Udah ada biaya admin pas top up, pas masuk ke saldo OVO di potong lagi 1500. E wallet terburuk sejauh ini menurut saya, kalau mau di awal ya udah di awal aja, jangan ada double biaya admin gini. 👎👎👎👎👎👎",1,3.102.0,27/02/2024
kenapa sih kadang² suka ngelag. heran gw,1,3.102.0,27/02/2024
QR kode saya sdah 2 hari gak bisa2😡😡.sekarang transfer ke bank juga gagal terus😡😡😡😡😡😡😡😡😡😡😡😡😡,1,3.102.0,27/02/2024
Mau tf tpi malah error mulu pdhl lgi butuh bjjr,3,3.102.0,27/02/2024
Saaangattt baguss........ Smoga sllu ada pembaruan lagi kedepannya agar lebih mudah lagi dalam menggunakan layanan ovo. Sukses sllu....,5,3.102.0,27/02/2024
"Aplikasi macam apaan Ini..Tranfer ke bank Rekning Berhasil,saldo Udh ke Potong,tapi ngga masuk Uang nya ke rekning,mana mu ngajuin bantuan susah di kirim lagi..Gimana ini? Mana uangnya saya butuh banget",1,3.102.0,27/02/2024
"minta tolong diperbaiki & ditingkatkan lagi aplikasinya & pelayanannya, biar gak ngebug mulu. biar pelanggan lebih cepat, mudah & aman transaksinya.",2,3.102.0,27/02/2024
Pertahan kan dan tingkat kan lagi kualitasnya,5,3.102.0,27/02/2024
"Masih perlu banyak perbaikan,transfer antar bank banyak gagalnya.selalu kembali ke awal hadew jadi galau",4,3.102.0,27/02/2024
Terima kasih Bosque,5,3.102.0,27/02/2024
Bagus & mempermudah transaksi,5,3.102.0,27/02/2024
"Ovo pencuri ,sudah transfer tapi tidak masuk ke rekening tujuan , padahal saldo OVO kepotong",1,3.102.0,27/02/2024
Susah upgrade ke ovo premier...gagal terus,2,3.102.0,27/02/2024
Maaf atas keterlambatan pembayaran,5,3.102.0,27/02/2024
Transfer ke sesama ovo eror terus,1,3.102.0,27/02/2024
"Saldo saya gamasuk,saya transfer ke via bank BRI gamasuk saldo saya,saldo utama saya terpotong,nyatanya saldo gamasuk ke mbanking BRI",1,3.102.0,27/02/2024
"Kenapa mau bikin akun susah ya, harus ada link yang dikirim ke alamat email",2,3.102.0,27/02/2024
"Ini apk sangat2 tidak recomen, saya ada saldo mau saya tf ke rekening malah gagal terus. Keterangan sedang di proses 2 hari kerja. Tolol gak tuh",1,3.102.0,27/02/2024
Update paket kuota data. Jangan cuma kirim pesan 'Transaksi paket data gagal diproses...' Ternyata setelah di cek di web emang paket itu sudah tidak di jual.,1,3.102.0,27/02/2024
masa daftar dari kemaren belum di proses proses lelet banget,3,3.102.0,27/02/2024
Dari dulu Sampek sekarang kok ngirim belom di proses ini gimana ini,1,3.102.0,27/02/2024
Makasih bikin mudah,5,3.102.0,27/02/2024
Ini gmna sih mau masukin nma lengkap gak bisa,1,3.102.0,27/02/2024
Tolong dana saya belum masuk laporan berhasil senilai 8995000 tgl 27 feb 2024,1,3.102.0,27/02/2024
Tapi sayang ada biaya adminya,4,3.102.0,27/02/2024
"Saya sangat puas, pakai aplikasi ovo, mantap",5,3.102.0,27/02/2024
"Sangat mengecewakan!!!! Tranfer saldo udah berkurang sampe skrng uang nya ga msk udah tlp CS sama aja malah cuma buang buang pls, pokoknya kapok pake ovo. Gak akan lgi. Jgn coba2 deh tranfer dgn nominal besar. Udh pasti fixx tdk akan sampai uang nya!!!",1,3.102.0,27/02/2024
Mantapppp....cepat proses nya..,5,3.102.0,27/02/2024
Transfer seharian gak masuk masuk status cuman muter² doang sedang diproses.,1,3.102.0,26/02/2024
Tambah hari tambah nyaman pakai ovo terimakasih,5,3.102.0,26/02/2024
Kenapa kok gak bisa tulis nama di daftar...???,1,3.102.0,26/02/2024
Masih mencoba,4,3.102.0,26/02/2024
Masak iya transaksi gagal terus giliran isi saldo enak giliran mau tf gk bisa saldo saya gimna ini 2 jt ..hati hati kawan kawan jangan pakai ovo,1,3.102.0,26/02/2024
"Dikira saya doang transaksi loading sampe sehari dan sampe saat ini belum peroses selesai juga padahal saldo sudah berkurang, kalo kaya gini ngehambat buat transaksi, bukannya makin canggih bersaing dengan apk lain malah makin mislek, banyak costumer angkan kaki kalo kaya gini",1,3.102.0,26/02/2024
OVO memang top markotop,5,3.102.0,26/02/2024
"dompet online paling ribet, banyak biaya susah buat transaksi. ampas",1,3.102.0,26/02/2024
"Ga bisa transfer ke sesama ovo ,, payahhh klo bukan karena kerjaan males saya pake aplikasi ini , mending pake dana, sekarang transfer pending , tolol bgt ini aplikasi",1,3.102.0,26/02/2024
Kok g bisa transfer sesama ovo pakai jam tertentu Ya,1,3.102.0,26/02/2024
Aplikasi banyak masalah,1,3.102.0,26/02/2024
Baik dan ramasama orang lain,5,3.102.0,26/02/2024
Mantap diperlukan dengan ovo,5,3.102.0,26/02/2024
Ovo ganguan trus kenapa sih min,2,3.102.0,26/02/2024
Mantap lah pokonya,5,3.102.0,26/02/2024
Pusat bantuannya ga jelas,1,3.102.0,26/02/2024
"Maaf, susah upgrade ovo premium. Jadi belum bisa transfer ke bank. Mohon dipermudah. Terimakasih.",5,3.102.0,26/02/2024
Ngeri aplikasi ini kek dana di sedot 50 ribu Tampa ada bukti pembayaran di dana kemarin di sedot 100 ribu ku rasa bisa di bajak orang,1,3.102.0,26/02/2024
Mantap proses cepat,5,3.102.0,26/02/2024
Sangat membantu dalam segala transaksi,5,3.102.0,26/02/2024
"Saya baru saja top up saldo grab driver 50.000, tapi kode tidak muncul dan riwayat transaksi juga tidak ada,padahal saldo saya sudah kepotong,bagaimana ini?",3,3.102.0,26/02/2024
"Tolongdong lebih sigap cs nya tentang masalah uang virtual yg gagal transaksi,jika ada kendala langsung diatasi bukan melempar kesana kemari akhirnya timbul oknum yg tidak diinginkan seperti meretas atau mengaku . Pasti tau kan kalo lagi butuh seperti apa?apalagi masalah uang",1,3.102.0,26/02/2024
"Tambah parah, kirim ke sesama ovo juga gagal terus",1,3.102.0,26/02/2024
"Sering gangguan gk bisa dibuka padahal jaringan internet bagus,,,, jgn di instal p A ke yg lain aja saran saya",1,3.102.0,26/02/2024
Gk bisa daftar gblk .suruh masukin nama tapi susah,1,3.102.0,26/02/2024
"mau belanja error mulu, padahal dana ada. parahhhh",1,3.102.0,26/02/2024
Makin kesini sering eror kirim gk bsa bsa pdhl saldo sudah kepotong,1,3.102.0,26/02/2024
mudah transaksi pake ovo gak ribet,5,3.102.0,26/02/2024
"biaya admin terlalu mahal, topup harus bayar admin, setelah bayar admin, saldopun dipotong lagi, doubel Admin, terlalu serakah",2,3.102.0,26/02/2024
Apk mantap Kenapa aku bilang gini soalnya mantap,5,3.102.0,26/02/2024
Semua jadi bisa beli pulsa,5,3.102.0,26/02/2024
Makin Satset satset aja nih ovo,5,3.102.0,26/02/2024
Trasferr agak terkendala ap gi mana ya biasanya lancar2 aja,2,3.102.0,26/02/2024
Transfer sudah terkirim tapi tidak masuk ke rekening tujuan parah banget si,1,3.102.0,26/02/2024
untuk promo lebih banyakin lah,4,3.102.0,26/02/2024
Serba mudah pake ovo,5,3.102.0,26/02/2024
"Kalo mau bayar apa apa harus hati hati , udah bayar pihak penjual belum menerima, padahal saldo udah kepotong dan pembayaran berhasil, penjual ga menerima, ternyata liat komen bukan saya aja yg ngalamin, mending klo bayar apa ke aplikasi sebelah",1,3.102.0,26/02/2024
Sy ksh bintang satu .msering eror .transfer gagal terus walau sesama ovo transfer gagal..apalagi pake qris lebih gagal terus ..,1,3.102.0,26/02/2024
"gimana ini ovo...stiap kli mau transaksi gagal terus..smntra saldo msih ada..apakah emng bgini,mau upgrade aja susah prasaan poto ktp udah jls",1,3.102.0,26/02/2024
"aplikasi kacau, sudah top up lewat m banking, status berhasil tapi saldo tidak terisi",1,3.102.0,26/02/2024
"Aplikasi sampah, sangat jelek daftarnya aja ribet, enak pake aplikasi DANA aja, ngga ribet",1,3.102.0,26/02/2024
"Setelah update Qris eror total, gak bisa dipakai.... parah.... apanya yg update? qrisnya dihilangkan saja.",1,3.102.0,26/02/2024
Ongkirnya lebih murah,5,3.102.0,26/02/2024
"Sudah lama saya memakainya,dan Alhamdulillah tidak ada kendala dan semua transaksi berjalan lancar.trimakasih untuk pelayanannya..",5,3.102.0,26/02/2024
"Oke masalah sudah terselesaikan, terimakasih atas kerja/respon dari pihak ovo, semoga kedepannya bisa lebih baik lagi, agar semakin banyak yang percaya menggunakan aplikasi ovo sebagai pengatur keuangan.. :)",5,3.102.0,26/02/2024
Sangat bagus pelayanan ovo,5,3.102.0,26/02/2024
ini ovo saya nggk bisa di bukaknpa,1,3.102.0,26/02/2024
Ckp bagus cpt praktis 👍,4,3.102.0,26/02/2024
Ok.gampang penggunaannya,5,3.102.0,26/02/2024
Cepat proses transfernya,5,3.102.0,26/02/2024
ini yang ke dua kali nya saya transfer ke BCA lagi lagi saldo tidak masuk apa seburuk ini pelayanan ovo,1,3.102.0,26/02/2024
Sangat Cepat dan tidak Ribet,5,3.102.0,26/02/2024
Kesalah bikin akun 2 karena sempet eror dulu sayang sekarang mau ditutup tapi sayang Ga bisa ttp akun sendiri harus melalu call centre jadi harus keluar pulsa ga bisa lewat chat atau wa.,5,3.102.0,26/02/2024
Memang gmpang klw pake opo mh,5,3.102.0,26/02/2024
"Pas mau ngisi pulsa padahal nomor nya udah bener, di coba berkali kali malah gagal. Gimana si?!! Tolong di perbaiki dong.",2,3.102.0,26/02/2024
"Uang blum masuk ke rekening padahal saldo di ovo udah kepotong ini sudah 4hari knp blom di proses ,,,kompres ke cs aplikasi ngk bisa di buka ,chat di IG,email juga tidak ada respon gimana ini kok uang blom masuk"" cari uang susah loh",1,3.102.0,26/02/2024
"Aplikasi buruk ,baru mau di buka aja berjam-jam nunggu loadingnya .",1,3.102.0,26/02/2024
"Ovo!, bagaimana cara saya bisa kirim dana ke akun saya? Ovi tidak bisa di andalkan sebagai transaksi yang cepat, syarat nya nominal yang bisa di transfer juta-an, tidak bisa cuma normal puluhan ribu.",4,3.102.0,26/02/2024
"Ovo saya tidak bisa dibuka semenjak diupgrade ,gimana ini",1,3.102.0,26/02/2024
Kenapa Qris di ovo sllu gagal buat transaksi,5,3.102.0,26/02/2024
"OVO tetap jelek,saldo 91k tidak dapat dgunakan buat transaksi apapun",1,3.102.0,26/02/2024
Proses transfer lambat banget lebih lambat dari bank transfer,1,3.102.0,26/02/2024
Udah 2 hari transaksi masih pending. Uang belum masuk2 juga,1,3.102.0,26/02/2024
"Mudah sekali,,,👍",5,3.102.0,26/02/2024
Maaf bgt min bintang 1 saya tidak bisa login ke ovo dgn akun saya dan ada saldo mengendap bagaimana nih min cara nyairinnya,1,3.102.0,26/02/2024
"Gampang, tidak ada biaya...sip pokoknya",5,3.102.0,26/02/2024
Transaksi menunggu tidak di proses saldo sudah ke ambil,1,3.102.0,26/02/2024
Sukses selalu Ovo,5,3.102.0,26/02/2024
Kurangi admin ke biaya bank lain,5,3.102.0,25/02/2024
"Pihak ovo gmna saya transfer ke bank seabank sudah 4 hari ini belum di proses,, apk apaan ini",1,3.102.0,25/02/2024
Singkat padat serta simpel,5,3.102.0,25/02/2024
Mudah mudah Ovo semaki sukses aja,4,3.102.0,25/02/2024
"Makin gak betah pakai ovo, to up pernah gak masuk, dari pihak ovo gak ada jawaban apa apa, yang ada rugi",1,3.102.0,25/02/2024
Seterus nya lah mudah dlm pengiriman,5,3.102.0,25/02/2024
Cukup bagus aplikasinya,5,3.102.0,25/02/2024
"Suka sama ovo. Tapi makin kesini mkin banyak masalahnya, gk bisa dibuka pdhl saldo masih ada🙁",2,3.102.0,25/02/2024
Udah ngirim uang tapi masih dalam proses aja nunggu sampe 3 hari gak jelas,1,3.102.0,25/02/2024
Aplikasi tidak berguna,1,3.102.0,25/02/2024
Bagus buat tf ke mana aja. Termasuk main haram🥲🤣,5,3.102.0,25/02/2024
Ini gmna yah?saya mau daftar tapi susah Bnget nulis nama ajj cuman bisa 1 huruf doang,1,3.102.0,25/02/2024
"Lagi² dibuat kecewa sama OVO,mau transfer gagal terus. Kata CS Minggu ini sudah lebih 150 kali transfer ke sesama OVO.padahal di riwayat 50 kali aj tidak sampai.👎👎👎👎",1,3.102.0,25/02/2024
Gagal mulu kalau mau bayar pake Qiris kok maken jelekkk yaaa,1,3.102.0,25/02/2024
Smoga Lancar Ga adaTrkendali dari dana mau Nyoba Pindah pake oVo,5,3.102.0,25/02/2024
Bagus buat nyimpn uang,5,3.102.0,25/02/2024
"aplikasi tambah buruk, mau transfer susah kalau begini terus mending pindah aplikasi bank dan jangan menyesal jika pelangganmu makin habis, suruh hubungi customorservice di tunggu cuma loading terus... bangke!!!",1,3.102.0,25/02/2024
Ovo ada bug!! Baru mau bikin nama aja stuck di Huruf pertama padahal disuruh bikin panggilan dari 3-40 karakter alfabet!!,1,3.102.0,25/02/2024
Mau transfer ke sesama ovo aj susah dikit2 eror dikit2 eror ewalet apa ini ganguan trus masi bagusan dana,1,3.102.0,25/02/2024
"Apa lol,suruh nulis nama lngkap tapi Bru 1 huruf ajh udh ngga bisa di tmbah huruf nya langsung uinstal,",1,3.102.0,25/02/2024
Tidak berguna sudah di upgrade 100x tidak di terima payah,5,3.102.0,25/02/2024
Maaf saya kasih 4 karna loading nya lemot,4,3.102.0,25/02/2024
Cepat tanpa ribet,5,3.102.0,25/02/2024
Terimakasih sya jadi muda transaksi,5,3.102.0,25/02/2024
Saya sangat menyukai nya dan bagus bangat buat transaksi Singkat dan cepat bangat,5,3.102.0,25/02/2024
"Aplikasi apaan sih ini gjls bgt ,makin di upgrade makon gjls ..mana uang sering hilang jugaa.. Tolong diperbaiki dong",1,3.102.0,25/02/2024
"Mohon maaf sebesar besar nya saya kasih bintang 1, karena pihak ovo sudak konsisten dalam kerja, saya mengajukan peroses pengembalian saldo, dari tanggal 16 februari sampai tanggal 25 februari saldo saya belum di kembalikan, harus bukti documen apah lagi yang saya kirim, itu sudah saya kirim semua, saya membuat laporan di keterangan sudah selesai tetapibsaldi saya sampai sekarang belum di kembalikan .",1,3.102.0,25/02/2024
Mempercepat pembayaran di alfa,4,3.102.0,25/02/2024
"Ovo sangat membantu pada saat waktu mendesak dan sangat simpel penggunaannya mkasih OVO ,tapi saya pernah masukin nomor nik ktp trus saya lupa pakai email yang mana jadi sekarang ngak bisa upgrade kak coba saya minta tolong supaya bisa upgrade mkasih kak",4,3.102.0,25/02/2024
Payah Apk payah berulang kali foto masak gagal terus,1,3.102.0,25/02/2024
Aplikasinya lemot,1,3.102.0,25/02/2024
Sangat membantu saat main slot,5,3.102.0,25/02/2024
Sekarang setiap mao transaksi gagal mulu,1,3.102.0,25/02/2024
"apk tolol, gw gabisa login uang ada disana semuanya",1,3.102.0,25/02/2024
"GA GUNAAA, BUKA AJA HARUS PAKE WIFI GIMANA COBA BUAT YANG PAKE KUOTA DOANG? GUE MAU AMBIL DUIT JADI KETUNDA NJIR!",1,3.102.0,25/02/2024
ovo kok scan yang update nya burem bngt padahal dari segi kamera hp saya ok ok ajaa,2,3.102.0,25/02/2024
Bodoh ga usah pakai aplikasi ini untuk upgrade saja susah bermasalah aneh mending tutup saja ni aplikasi,1,3.102.0,25/02/2024
Mudah & lancar,5,3.102.0,25/02/2024
Sdh 3-4 hari ini ga bisa transaksi via qris,1,3.102.0,25/02/2024
Setelah di Update jadi lambat buka nya,3,3.102.0,25/02/2024
Mau bayar QR aja susah bet dari kemarin udh 2 hari 2 malam ga bisa bisa aneh,1,3.102.0,25/02/2024
Pembayaran Qris gagal terus,1,3.102.0,25/02/2024
"Aplikasi tolol tukang nahan duit,masak baru bikin akun mau transfer aja nunggu 24jam anjink",1,3.102.0,25/02/2024
Ok segala nya,5,3.102.0,25/02/2024
"Aplikasi paljng berat sering erorr ga bs kebuka boros kuota, mw transaksi aja susah bgt ,bganggu jaringan data yg lain jd ga bs buka",1,3.102.0,25/02/2024
Kok hari ini ga bs pakek ovo?,1,3.102.0,25/02/2024
saya sangat senang pake ovo transaksinya cepat dan bagus,3,3.102.0,25/02/2024
"1 bintang aja, mau upgrade ngga bisa ... Nama kabupaten saya tdk ada di list",1,3.102.0,25/02/2024
Keren cepat transaksi nya,5,3.102.0,25/02/2024
Sekarang ga bisa dibuka nih aplikasi. Aneh emang,1,3.102.0,25/02/2024
"haloo slma saya mnggunakan ini tidak ad kendala , semoga kedepan ttp seperti ini sy sudh mnggunakan ovo sangat lama saya mau kasih saran.. tambahin dong untuk fitu teranfer yg masuk ke ovo kita hanya ad tulisan top up kita tidak bs melihat siapa yg tranfers,dr rekening mn yg masuk ,nama atau nmr rekening yg hrus ad tertera,hehe jd kita tau siapa yg ternfers terimakasih bintang 5",5,3.102.0,24/02/2024
terpercaya nyaman dan bagus buat dompet tabungan kita,5,3.102.0,24/02/2024
Bener bener gila nih aplikasi ovo mahal banget biyaya admin nyA mAhal banget,1,3.102.0,24/02/2024
Mohon nasabah dikasih nomor rekeningnya,2,3.102.0,24/02/2024
Aplikasinya bagus,5,3.102.0,24/02/2024
Kenapa ini yg punya pihak kenapa selalu di update melulu kasihan yg ram nya kecil,1,3.102.0,24/02/2024
Ovo lagi bermasalah yah ko ga bisa transfer sih yah,1,3.102.0,24/02/2024
Bertransaksi begitu mudah dengan ovo semua ada di ujung jari kita...pokok nya is the best,5,3.102.0,24/02/2024
Sumpa apk taik engak guna aku ngirim ke mn2 tapi saldo nya engak pernah masuk selalu ilang apk ini udh engak bagus lagi di pake tolong dong pihak ovo nya di benerin lagi dong apk nya jangan begini saldo aku selalu ilang apaan coba apk nya begini 😌😌,1,3.102.0,24/02/2024
Susa mendaftar,5,3.102.0,24/02/2024
aku kasih bintang 1 dulu kenapa mau upgrade taham ke 2 foto selfi ngak bisa bisa pdahal udah jelas dan gambar camera di bawah tidak mau menyala mintak tolong di perbaiki susah berkali kali memcoba tapi tetap ngak biaa,1,3.102.0,24/02/2024
Matap semoga tida ada kendala kedepan nya,5,3.102.0,24/02/2024
4 bintang dulu ya,4,3.102.0,24/02/2024
Ada masalah ngga ada solusi makin kesini makin banyak error. Hanya disuruh coba dan coba. Itu namanya bukan solusi,1,3.102.0,24/02/2024
kebanyakan admin,3,3.102.0,24/02/2024
"Akun saya diblokir, ditelfon gak bisa, mohon aktifkan akun saya",1,3.102.0,24/02/2024
Knpa dlam stiap transaksi sering eror? Tlong penjelasannya?,5,3.102.0,24/02/2024
Aneh bet padahal tf udh berhasil tapi di ovo g masuk gimana ini woi mana nominal gede lagi,1,3.102.0,24/02/2024
"Gila mau transfer aja lama keterangan nya di proses terus, kapan masuk nya woyyy... Transfer hari Jum'at Sabtu belum masuk juga.. tlp ke cs jawaban nya sabar doang sama sedang proses, dan tidak terhitung hari libur... Masa iya transfer sampe 4 atau 3 hari lebih...bapuk ovo... Pake dana aja udah",1,3.102.0,24/02/2024
"Makin di update, bukannya makin bagus malah makin jelek, sering ngebug+loading makin lama. Padahal sebelum di update gak ada masalah(walaupun kadang ada kalanya keluar sendiri). Jaringan juga lancar-lancar aja, saya buka aplikasi yang lain juga lancar. Tolong diperbaiki lagi developer.",3,3.102.0,24/02/2024
Ga dapet kode otp padahal no hp masih aktif apk juga udah update terbaru,2,3.102.0,24/02/2024
"Sudah bagus, lanjutkan",5,3.102.0,24/02/2024
"Suka eror ga bisa TF , masih sangat minim",1,3.102.0,24/02/2024
kecewa transaksi sukses tapi uang gak masuk-masuk,1,3.102.0,24/02/2024
Ko ga bisa di buka ovo sekarang malah ngebleng. APK ga bisa pakai wifi. Makin tambah ribet. Harus pakai kuota kartu. Kartu. Lain ga bisa. Harus pakai kuota. Yang kartu nya terdaftar ovo ah payah asli. Auto unistal.,1,3.102.0,24/02/2024
Akan saya coba,5,3.102.0,24/02/2024
"Parahhhhhhh ngga bisa login ,? Udah mah ada saldonya besar ,,tolong donk kebijakn nya",1,3.102.0,24/02/2024
"Ini ngapa deh, abis di update parah banget, heran! Gabisa kebuka halaman depannya, otw uninstall deh makasih buat semuanya 😊",1,3.102.0,24/02/2024
Aplikasi tolol yg bikin matu aja tolol banget ngentod,1,3.102.0,24/02/2024
"Bagus siiiii Cuma minusnya adalah tf back dr ovo itu ga bisa ke e wallet laen. Dah gitu, potongannya kegedean bgt",3,3.102.0,24/02/2024
Opo ga beres sering eror hadeh,1,3.102.0,24/02/2024
Jarang gangguan.. pertahankan,5,3.102.0,24/02/2024
"Maaf saya agak kecewa karena cashback point pakai limited, padahal biasanya agak lebih siang tetapi dapat cashback 🙏",2,3.102.0,24/02/2024
Pelayanan nya mengecewakan tranfer udah berhasil saldo udah kepotong tapi belum masuk di rekening tujuan gk ada respon sama sekali tolong di perbaiki sistem nya tolong di percepat,1,3.102.0,24/02/2024
"Saldo sudah kepotong, kode listrik ngga dikirim"", udah 24jam saldo tidak dikembalikan juga",1,3.102.0,24/02/2024
Transfer sudah 4 hari gk masuk.. Tidak diselesaikan pihak ovo jawabannya itu2 aja..,1,3.102.0,24/02/2024
"aplikasi yang membuat nama baik saya rusak, saya tidak pernah menggunakan ovo paylaternya tetapi di aplikasi ada keterangan untuk melunasi tagihan dan setelah dibuka pun tidak ada riwayat apapun. yg mengganggu ialah pihak ovo paylater menelpon teman saya untuk melakukan pelunasan yang dimana "" SAYA TIDAK PERNAH MENGGUNAKAN OVO PAYLATER SAMA SEKALI"".TOLONG DIBACA INI YA PIHAK OVO",1,3.102.0,24/02/2024
Saya mau daftar ko GX bisa masuk nama apl nya kurang,1,3.102.0,24/02/2024
Tingkat kan pelayanan,5,3.102.0,24/02/2024
Kasih bintang 3 dulu soalnya belom lama pakek belom tau kendala aplikasinya apa🙏,3,3.102.0,24/02/2024
Mohon diperbaiki Baru pertama kali transper sudah sukses tetapi belum juga sampai ketujuan,5,3.102.0,24/02/2024
