content,score,at,token,lemmatized,clean,period,sentiment,is_positive,is_negative
saya mau lihat apakah ini betul bisa membantu saha saya terima kasih,5,2024-04-21,"['lihat', 'membantu', 'saha', 'terima', 'kasih']",lihat bantu saha terima kasih,lihat membantu saha terima kasih,2024-04,POSITIVE,0,0
sangat bagus pengajuan limit cepat tidak rumit,5,2024-04-11,"['bagus', 'pengajuan', 'limit', 'cepat', 'rumit']",bagus aju limit cepat rumit,bagus pengajuan limit cepat rumit,2024-04,POSITIVE,0,0
mudah dan praktis dana juga prosesnya cepat,4,2024-04-02,"['mudah', 'praktis', 'dana', 'prosesnya', 'cepat']",mudah praktis dana proses cepat,mudah praktis dana prosesnya cepat,2024-04,POSITIVE,0,0
bayar tidak pernah terlambat tapi limit mentok situ saja maaf bintang berkurang,3,2024-04-24,"['bayar', 'terlambat', 'limit', 'mentok', 'situ', 'maaf', 'bintang', 'berkurang']",bayar lambat limit mentok situ maaf bintang kurang,bayar terlambat limit mentok situ maaf bintang berkurang,2024-04,NEGATIVE,0,0
sangat membantu dan mempermudah untuk berbelanja bisa juga untuk memperbandingkan dengan harga produk pesaing,4,2024-04-04,"['membantu', 'mempermudah', 'berbelanja', 'memperbandingkan', 'harga', 'produk', 'pesaing']",bantu mudah belanja banding harga produk saing,membantu mempermudah berbelanja memperbandingkan harga produk pesaing,2024-04,POSITIVE,0,0
limit gede pembayaran selalu tepat tapi ngajuin pinjaman selalu gagal,1,2024-04-06,"['limit', 'gede', 'pembayaran', 'ngajuin', 'pinjaman', 'gagal']",limit gede bayar ngajuin pinjam gagal,limit gede pembayaran ngajuin pinjaman gagal,2024-04,NEGATIVE,0,0
bayar tagihannya ngancem minimal kayaknya ojk kayak begini,1,2024-04-25,"['bayar', 'tagihannya', 'ngancem', 'minimal', 'kayaknya', 'ojk', 'kayak']",bayar tagih ngancem minimal kayak ojk kayak,bayar tagihannya ngancem minimal kayaknya ojk kayak,2024-04,NEGATIVE,0,0
pinjaman bukan naik limit malah turun limit dan bunga naik 1rb menyesal banget,1,2024-04-20,"['pinjaman', 'limit', 'turun', 'limit', 'bunga', '1rb', 'menyesal', 'banget']",pinjam limit turun limit bunga 1rb sesal banget,pinjaman limit turun limit bunga 1rb menyesal banget,2024-04,NEGATIVE,0,0
semakin buruk saja setoran sisa limit paylater tidak bisa pakai,2,2024-04-07,"['buruk', 'setoran', 'sisa', 'limit', 'paylater', 'pakai']",buruk setor sisa limit paylater pakai,buruk setoran sisa limit paylater pakai,2024-04,NEGATIVE,0,0
proses cepat langsung cair bunga ringan sangat rekomendasi paling jozz,5,2024-04-26,"['proses', 'cepat', 'langsung', 'cair', 'bunga', 'ringan', 'rekomendasi', 'jozz']",proses cepat langsung cair bunga ringan rekomendasi jozz,proses cepat langsung cair bunga ringan rekomendasi jozz,2024-04,POSITIVE,0,0
kasih bintang dahulu jika dirasa tidak sulit ditambah lagi,3,2024-04-14,"['kasih', 'bintang', 'dirasa', 'sulit', 'ditambah']",kasih bintang rasa sulit tambah,kasih bintang dirasa sulit ditambah,2024-04,POSITIVE,0,0
heh anjengg kalau nyuruh kolektor nagih bahasanya sopan bangsatt anjengg,5,2024-04-06,"['heh', 'anjengg', 'nyuruh', 'kolektor', 'nagih', 'bahasanya', 'sopan', 'bangsatt', 'anjengg']",heh anjengg nyuruh kolektor nagih bahasa sopan bangsatt anjengg,heh anjengg nyuruh kolektor nagih bahasanya sopan bangsatt anjengg,2024-04,NEGATIVE,0,0
sangat membantu saat membutuhkan dana cepat dan memiliki barang idaman terima kasih kreivo,5,2024-04-27,"['membantu', 'membutuhkan', 'dana', 'cepat', 'memiliki', 'barang', 'idaman', 'terima', 'kasih', 'kreivo']",bantu butuh dana cepat milik barang idam terima kasih kreivo,membantu membutuhkan dana cepat memiliki barang idaman terima kasih kreivo,2024-04,POSITIVE,0,0
mantap banget coba dulu mudah han acc lancar,3,2024-04-06,"['mantap', 'banget', 'coba', 'mudah', 'han', 'acc', 'lancar']",mantap banget coba mudah han acc lancar,mantap banget coba mudah han acc lancar,2024-04,POSITIVE,0,0
simpel rumit cepat proses bagus kerja,5,2024-04-12,"['simpel', 'rumit', 'cepat', 'proses', 'bagus', 'kerja']",simpel rumit cepat proses bagus kerja,simpel rumit cepat proses bagus kerja,2024-04,POSITIVE,0,0
sangat membantu menguntungkan dan tidak rumit pokok sempurna ayo acc dong,5,2024-04-02,"['membantu', 'menguntungkan', 'rumit', 'pokok', 'sempurna', 'ayo', 'acc']",bantu untung rumit pokok sempurna ayo acc,membantu menguntungkan rumit pokok sempurna ayo acc,2024-04,POSITIVE,0,0
sudah tidak bisa bayar pakai qris kesel banget,2,2024-04-30,"['bayar', 'pakai', 'qris', 'kesel', 'banget']",bayar pakai qris kesel banget,bayar pakai qris kesel banget,2024-04,NEGATIVE,0,0
lumayan bagus cuman penagihan masih jauh tempo sudah denda,5,2024-04-24,"['lumayan', 'bagus', 'cuman', 'penagihan', 'tempo', 'denda']",lumayan bagus cuman tagih tempo denda,lumayan bagus cuman penagihan tempo denda,2024-04,NEGATIVE,0,0
luar biasa aklak berfungsi paylater sampai dan lazada paylater juga sama kayak paylater vakm,5,2024-04-05,"['aklak', 'berfungsi', 'paylater', 'lazada', 'paylater', 'kayak', 'paylater', 'vakm']",aklak fungsi paylater lazada paylater kayak paylater vakm,aklak berfungsi paylater lazada paylater kayak paylater vakm,2024-04,POSITIVE,0,0
sangat membantu ketika memiliki keperluan yang mendesak proses pencairan cepat dan mudah,5,2024-04-05,"['membantu', 'memiliki', 'keperluan', 'mendesak', 'proses', 'pencairan', 'cepat', 'mudah']",bantu milik perlu desak proses cair cepat mudah,membantu memiliki keperluan mendesak proses pencairan cepat mudah,2024-04,POSITIVE,0,0
limit saya bagus tapi gagalkan terus tidak sesuai dengan ikhlan pencairan,1,2024-04-18,"['limit', 'bagus', 'gagalkan', 'sesuai', 'ikhlan', 'pencairan']",limit bagus gagal sesuai ikhlan cair,limit bagus gagalkan sesuai ikhlan pencairan,2024-04,NEGATIVE,0,0
semoga brtmbh limit karena pembayaran lumayan baik,5,2024-04-10,"['semoga', 'brtmbh', 'limit', 'pembayaran', 'lumayan']",moga brtmbh limit bayar lumayan,semoga brtmbh limit pembayaran lumayan,2024-04,POSITIVE,0,0
tidek pernah terlambat bayar tapi limit patlater tidak bisa gunakan,5,2024-04-25,"['tidek', 'terlambat', 'bayar', 'limit', 'patlater']",tidek lambat bayar limit patlater,tidek terlambat bayar limit patlater,2024-04,NEGATIVE,0,0
mantap terima kasih dapat menjawab solusi dikalah susah keuangan,5,2024-04-05,"['mantap', 'terima', 'kasih', 'solusi', 'dikalah', 'susah', 'keuangan']",mantap terima kasih solusi kalah susah uang,mantap terima kasih solusi dikalah susah keuangan,2024-04,POSITIVE,0,0
mantap recomed lanjut kalau bisa bunga turunkan untuk member lama,5,2024-04-18,"['mantap', 'recomed', 'bunga', 'turunkan', 'member']",mantap recomed bunga turun member,mantap recomed bunga turunkan member,2024-04,POSITIVE,0,0
sangat membantu belanja produk lebih mudah sesuai kebutuhan,5,2024-04-06,"['membantu', 'belanja', 'produk', 'mudah', 'sesuai', 'kebutuhan']",bantu belanja produk mudah sesuai butuh,membantu belanja produk mudah sesuai kebutuhan,2024-04,POSITIVE,0,0
bayar lebih cepat bukanya naik limit bahkan tidak bisa ajukan pinjaman kembali,5,2024-04-20,"['bayar', 'cepat', 'bukanya', 'limit', 'ajukan', 'pinjaman']",bayar cepat buka limit ajuk pinjam,bayar cepat bukanya limit ajukan pinjaman,2024-04,NEGATIVE,0,0
proses cepat aman enak banget pakai kredivo,5,2024-04-24,"['proses', 'cepat', 'aman', 'enak', 'banget', 'pakai', 'kredivo']",proses cepat aman enak banget pakai kredivo,proses cepat aman enak banget pakai kredivo,2024-04,POSITIVE,0,0
ntuk masalah pengiriman lambat chat admin lambat barang saya sudah minggu lebih datang,5,2024-04-17,"['ntuk', 'pengiriman', 'lambat', 'chat', 'admin', 'lambat', 'barang', 'minggu']",ntuk kirim lambat chat admin lambat barang minggu,ntuk pengiriman lambat chat admin lambat barang minggu,2024-04,NEGATIVE,0,0
kecewa banget bayar rajin tapi begitu ajukan lagi mau,2,2024-04-16,"['kecewa', 'banget', 'bayar', 'rajin', 'ajukan']",kecewa banget bayar rajin ajuk,kecewa banget bayar rajin ajukan,2024-04,NEGATIVE,0,0
sangat membantu tolong kalau bisa dana cicilannya aktifkan,5,2024-04-11,"['membantu', 'tolong', 'dana', 'cicilannya', 'aktifkan']",bantu tolong dana cicil aktif,membantu tolong dana cicilannya aktifkan,2024-04,POSITIVE,0,0
habis diperbarui bahkan tidak aktif paylater payah,2,2024-04-26,"['habis', 'diperbarui', 'aktif', 'paylater', 'payah']",habis baru aktif paylater payah,habis diperbarui aktif paylater payah,2024-04,NEGATIVE,0,0
mudah mudahan dapat membantu membiayai saha saya,5,2024-04-24,"['mudah', 'mudahan', 'membantu', 'membiayai', 'saha']",mudah mudah bantu biaya saha,mudah mudahan membantu membiayai saha,2024-04,POSITIVE,0,0
sangat membantu sekali tidak tipu terpercaya terjamin dan termurah,5,2024-04-04,"['membantu', 'tipu', 'terpercaya', 'terjamin', 'termurah']",bantu tipu terpercaya jamin murah,membantu tipu terpercaya terjamin termurah,2024-04,POSITIVE,0,0
sangat membantu sekali respons cepat dan mudah terima kasih sukses terus buat developermya,5,2024-04-10,"['membantu', 'respons', 'cepat', 'mudah', 'terima', 'kasih', 'sukses', 'developermya']",bantu respons cepat mudah terima kasih sukses developermya,membantu respons cepat mudah terima kasih sukses developermya,2024-04,POSITIVE,0,0
sangat membantu saat kebutuhan mendadak dan prosesnya muda,5,2024-04-30,"['membantu', 'kebutuhan', 'mendadak', 'prosesnya', 'muda']",bantu butuh dadak proses muda,membantu kebutuhan mendadak prosesnya muda,2024-04,POSITIVE,0,0
prosesnya tidak rumit dan cepat sekali acc terima kasih,5,2024-04-22,"['prosesnya', 'rumit', 'cepat', 'acc', 'terima', 'kasih']",proses rumit cepat acc terima kasih,prosesnya rumit cepat acc terima kasih,2024-04,POSITIVE,0,0
tolong hapus data saya percuma unduh aplikasi nya tidak bisa ngajukan pinjaman,2,2024-04-04,"['tolong', 'hapus', 'data', 'unduh', 'aplikasi', 'nya', 'ngajukan', 'pinjaman']",tolong hapus data unduh aplikasi nya ngajukan pinjam,tolong hapus data unduh aplikasi nya ngajukan pinjaman,2024-04,NEGATIVE,0,0
lebih mudah untuk transaksi dan membantu kebutuhan sehari hari,5,2024-04-17,"['mudah', 'transaksi', 'membantu', 'kebutuhan', 'sehari']",mudah transaksi bantu butuh hari,mudah transaksi membantu kebutuhan sehari,2024-04,POSITIVE,0,0
solusi terbaik untuk kebutuhan setiap apa yang kita butuhkan sukses selalu buat kredivo,5,2024-04-12,"['solusi', 'terbaik', 'kebutuhan', 'butuhkan', 'sukses', 'kredivo']",solusi baik butuh butuh sukses kredivo,solusi terbaik kebutuhan butuhkan sukses kredivo,2024-04,POSITIVE,0,0
kenapa habis pelunasan limit saya jadi turun padahal pernah terlambat bayar,4,2024-04-26,"['habis', 'pelunasan', 'limit', 'turun', 'terlambat', 'bayar']",habis lunas limit turun lambat bayar,habis pelunasan limit turun terlambat bayar,2024-04,NEGATIVE,0,0
mau pinjam 3jt bisa tidak saya tidak mengerti caranya box tolong kasih tahu,5,2024-04-13,"['pinjam', '3jt', 'mengerti', 'box', 'tolong', 'kasih']",pinjam 3jt erti box tolong kasih,pinjam 3jt mengerti box tolong kasih,2024-04,NEGATIVE,0,0
cukup membantu buat saya berharap semakin ditambah diskon untuk kedepannya terima kasih,5,2024-04-02,"['membantu', 'berharap', 'ditambah', 'diskon', 'kedepannya', 'terima', 'kasih']",bantu harap tambah diskon depan terima kasih,membantu berharap ditambah diskon kedepannya terima kasih,2024-04,POSITIVE,0,0
tidak bisa login kenapa ada ket terlalusering login coba jam lagi login karena ganti,5,2024-04-26,"['login', 'ket', 'terlalusering', 'login', 'coba', 'jam', 'login', 'ganti']",login ket terlalusering login coba jam login ganti,login ket terlalusering login coba jam login ganti,2024-04,NEGATIVE,0,0
sangat membantu bagi kami membutuhkan terima kasih saya sangat membantu sekali,5,2024-04-22,"['membantu', 'membutuhkan', 'terima', 'kasih', 'membantu']",bantu butuh terima kasih bantu,membantu membutuhkan terima kasih membantu,2024-04,POSITIVE,0,0
semoga lolos kalau lolos nanti kasih bintang,3,2024-04-22,"['semoga', 'lolos', 'lolos', 'kasih', 'bintang']",moga lolos lolos kasih bintang,semoga lolos lolos kasih bintang,2024-04,POSITIVE,0,0
baru mencoba belum dapat limit semoga saja secepat dapat limit soalnya lagi butuh banget,5,2024-04-09,"['mencoba', 'limit', 'semoga', 'secepat', 'limit', 'butuh', 'banget']",coba limit moga cepat limit butuh banget,mencoba limit semoga secepat limit butuh banget,2024-04,NEGATIVE,0,0
cukup membantu semoga selalu memprioritaskan pelayanan kepada konsumen kreditur,5,2024-04-03,"['membantu', 'semoga', 'memprioritaskan', 'pelayanan', 'konsumen', 'kreditur']",bantu moga prioritas layan konsumen kreditur,membantu semoga memprioritaskan pelayanan konsumen kreditur,2024-04,POSITIVE,0,0
platform tidak jelas tidak pernah isetji selal itolak rumit lagi aftar ya bintang memang ckp,1,2024-04-10,"['platform', 'isetji', 'selal', 'itolak', 'rumit', 'aftar', 'ya', 'bintang', 'ckp']",platform isetji sal itolak rumit aftar ya bintang ckp,platform isetji selal itolak rumit aftar ya bintang ckp,2024-04,NEGATIVE,0,0
kenapa akun saya blokir permanen padahal saya tidak pernah terlambat buat bayar angsuran,1,2024-04-13,"['akun', 'blokir', 'permanen', 'terlambat', 'bayar', 'angsuran']",akun blokir permanen lambat bayar angsur,akun blokir permanen terlambat bayar angsuran,2024-04,NEGATIVE,0,0
mantap limit tipu bisa traksaksi apa saja kerja bagus kredivo,5,2024-04-18,"['mantap', 'limit', 'tipu', 'traksaksi', 'kerja', 'bagus', 'kredivo']",mantap limit tipu traksaksi kerja bagus kredivo,mantap limit tipu traksaksi kerja bagus kredivo,2024-04,POSITIVE,0,0
jelas bayar tepat waktu ansuran masih 6bulan lunas semua lansung blokir,1,2024-04-30,"['bayar', 'ansuran', '6bulan', 'lunas', 'lansung', 'blokir']",bayar ansuran 6bulan lunas lansung blokir,bayar ansuran 6bulan lunas lansung blokir,2024-04,NEGATIVE,0,0
saya senang dan dengan adanya ini sangat membantu pokoknya love kredivo,5,2024-04-03,"['senang', 'membantu', 'pokoknya', 'love', 'kredivo']",senang bantu pokok love kredivo,senang membantu pokoknya love kredivo,2024-04,POSITIVE,0,0
mantap sekali bagus sekali aplikasi langsung terima terverifikasi saya,5,2024-04-10,"['mantap', 'bagus', 'aplikasi', 'langsung', 'terima', 'terverifikasi']",mantap bagus aplikasi langsung terima verifikasi,mantap bagus aplikasi langsung terima terverifikasi,2024-04,POSITIVE,0,0
bayar pakai piye tho paling sakit jiwa itu jawaban kesemua konsumen sama gaje,1,2024-04-21,"['bayar', 'pakai', 'piye', 'tho', 'sakit', 'jiwa', 'kesemua', 'konsumen', 'gaje']",bayar pakai piye tho sakit jiwa semua konsumen gaje,bayar pakai piye tho sakit jiwa kesemua konsumen gaje,2024-04,NEGATIVE,0,0
tetap saya kasih bintang walaupun tidak pernah terlambat dan pylater pinjaman nonaktifkan,5,2024-04-27,"['kasih', 'bintang', 'terlambat', 'pylater', 'pinjaman', 'nonaktifkan']",kasih bintang lambat pylater pinjam nonaktif,kasih bintang terlambat pylater pinjaman nonaktifkan,2024-04,POSITIVE,0,0
sampah bayar tidak pernah terlambat nilai bahkan turun,1,2024-04-16,"['sampah', 'bayar', 'terlambat', 'nilai', 'turun']",sampah bayar lambat nilai turun,sampah bayar terlambat nilai turun,2024-04,NEGATIVE,0,0
pinjaman cepat proses 5menit langsung cair tidak rumit bunga rendah,5,2024-04-09,"['pinjaman', 'cepat', 'proses', '5menit', 'langsung', 'cair', 'rumit', 'bunga', 'rendah']",pinjam cepat proses 5menit langsung cair rumit bunga rendah,pinjaman cepat proses 5menit langsung cair rumit bunga rendah,2024-04,POSITIVE,0,0
sangat membantu mudah mudahan kita selalu diberi kesehatan dan rezeki yang barokah aamiin,5,2024-05-11,"['membantu', 'mudah', 'mudahan', 'kesehatan', 'rezeki', 'barokah', 'aamiin']",bantu mudah mudah sehat rezeki barokah aamiin,membantu mudah mudahan kesehatan rezeki barokah aamiin,2024-05,POSITIVE,0,0
cukup terima kasih sukses selalu top terima kasih,5,2024-05-02,"['terima', 'kasih', 'sukses', 'top', 'terima', 'kasih']",terima kasih sukses top terima kasih,terima kasih sukses top terima kasih,2024-05,POSITIVE,0,0
saya kenapa dinonaktifkan padahal tidak pernah terlambat bayar kok makin kesini makin kesana sih,2,2024-05-01,"['dinonaktifkan', 'terlambat', 'bayar', 'kesini', 'kesana', 'sih']",nonaktif lambat bayar kesini kesana sih,dinonaktifkan terlambat bayar kesini kesana sih,2024-05,NEGATIVE,0,0
kenapa ini baru saja lunasin tetapi mau ngajuin lagi tolak biasa langsung bisa pengajuan,1,2024-05-03,"['lunasin', 'ngajuin', 'tolak', 'langsung', 'pengajuan']",lunasin ngajuin tolak langsung aju,lunasin ngajuin tolak langsung pengajuan,2024-05,NEGATIVE,0,0
sangat membantu kita disaat sedang butuh dana mendesak mantap,5,2024-05-31,"['membantu', 'disaat', 'butuh', 'dana', 'mendesak', 'mantap']",bantu saat butuh dana desak mantap,membantu disaat butuh dana mendesak mantap,2024-05,POSITIVE,0,0
handal mudah dan cepat terima kasih kredivo,5,2024-05-01,"['handal', 'mudah', 'cepat', 'terima', 'kasih', 'kredivo']",handal mudah cepat terima kasih kredivo,handal mudah cepat terima kasih kredivo,2024-05,POSITIVE,0,0
sudah lama member aku laku sekrng sudah mau sudah menyesal terlambat sehari saja telponin saja,1,2024-05-29,"['member', 'laku', 'sekrng', 'menyesal', 'terlambat', 'sehari', 'telponin']",member laku sekrng sesal lambat hari telponin,member laku sekrng menyesal terlambat sehari telponin,2024-05,NEGATIVE,0,0
mudah pinjamnya mantap terima kasih ya maaf bayarnya terlambat hari,5,2024-05-04,"['mudah', 'pinjamnya', 'mantap', 'terima', 'kasih', 'ya', 'maaf', 'bayarnya', 'terlambat']",mudah pinjam mantap terima kasih ya maaf bayar lambat,mudah pinjamnya mantap terima kasih ya maaf bayarnya terlambat,2024-05,NEGATIVE,0,0
rekomendasi pengajuan mudah dan pencairannya sangat cepat,5,2024-05-31,"['rekomendasi', 'pengajuan', 'mudah', 'pencairannya', 'cepat']",rekomendasi aju mudah cair cepat,rekomendasi pengajuan mudah pencairannya cepat,2024-05,POSITIVE,0,0
fitur infinity card sudah bisa pakai turunin dulu bintangny padahal bagus kalau pkai infinity card,3,2024-05-04,"['fitur', 'infinity', 'card', 'pakai', 'turunin', 'bintangny', 'bagus', 'pkai', 'infinity', 'card']",fitur infinity card pakai turunin bintangny bagus pkai infinity card,fitur infinity card pakai turunin bintangny bagus pkai infinity card,2024-05,POSITIVE,0,0
pembayaran gampang dan murah cuma bunga kredit agak mahal,5,2024-05-04,"['pembayaran', 'gampang', 'murah', 'bunga', 'kredit', 'mahal']",bayar gampang murah bunga kredit mahal,pembayaran gampang murah bunga kredit mahal,2024-05,POSITIVE,0,0
ada limit tapi terpakai sampai berbulan bulan aneh banget,1,2024-05-18,"['limit', 'terpakai', 'berbulan', 'aneh', 'banget']",limit pakai bulan aneh banget,limit terpakai berbulan aneh banget,2024-05,NEGATIVE,0,0
membantu sama sekali proses cepat dan aman bunga hanya dan banyak hadiah bonus menarik,5,2024-05-06,"['membantu', 'proses', 'cepat', 'aman', 'bunga', 'hadiah', 'bonus', 'menarik']",bantu proses cepat aman bunga hadiah bonus tarik,membantu proses cepat aman bunga hadiah bonus menarik,2024-05,POSITIVE,0,0
sejauh ini pelayanannya baik lancar dan mudah dalam pencairan pinjaman juga terima kasih,5,2024-05-07,"['pelayanannya', 'lancar', 'mudah', 'pencairan', 'pinjaman', 'terima', 'kasih']",layan lancar mudah cair pinjam terima kasih,pelayanannya lancar mudah pencairan pinjaman terima kasih,2024-05,POSITIVE,0,0
alhamdulillah akhirnya acc allah terima kasih untuk semoga makin sukses kedepanya,5,2024-05-14,"['alhamdulillah', 'acc', 'allah', 'terima', 'kasih', 'semoga', 'sukses', 'kedepanya']",alhamdulillah acc allah terima kasih moga sukses depa,alhamdulillah acc allah terima kasih semoga sukses kedepanya,2024-05,POSITIVE,0,0
semoga nanti bisa ikasih pinjaman berkali tidak ikasih,1,2024-05-11,"['semoga', 'ikasih', 'pinjaman', 'berkali', 'ikasih']",moga ikasih pinjam kali ikasih,semoga ikasih pinjaman berkali ikasih,2024-05,POSITIVE,0,0
pinjaman salah satu terbaik bunga rendah proses cepat paylater juga banget,5,2024-05-02,"['pinjaman', 'salah', 'terbaik', 'bunga', 'rendah', 'proses', 'cepat', 'paylater', 'banget']",pinjam salah baik bunga rendah proses cepat paylater banget,pinjaman salah terbaik bunga rendah proses cepat paylater banget,2024-05,POSITIVE,0,0
limit jadi kecil waktu mau minjam uang lagi mohon bagaimana pendapaty,4,2024-05-10,"['limit', 'minjam', 'uang', 'mohon', 'pendapaty']",limit minjam uang mohon pendapaty,limit minjam uang mohon pendapaty,2024-05,NEGATIVE,0,0
bisa membantu namun kualitas barang pesan kurang memuaskan,4,2024-05-04,"['membantu', 'kualitas', 'barang', 'pesan', 'memuaskan']",bantu kualitas barang pesan puas,membantu kualitas barang pesan memuaskan,2024-05,NEGATIVE,0,0
sangat membantu sekali proses cepat semua fasilitas lengkap,5,2024-05-07,"['membantu', 'proses', 'cepat', 'fasilitas', 'lengkap']",bantu proses cepat fasilitas lengkap,membantu proses cepat fasilitas lengkap,2024-05,POSITIVE,0,0
tolong sama saya sudah tidak adaa tagihan masih saja telpon hadeuh,3,2024-05-14,"['tolong', 'adaa', 'tagihan', 'telpon', 'hadeuh']",tolong adaa tagih telpon hadeuh,tolong adaa tagihan telpon hadeuh,2024-05,NEGATIVE,0,0
semoga membantu meringankan beban orang yang membutuhkan dan permudah proses nya,5,2024-05-30,"['semoga', 'membantu', 'meringankan', 'beban', 'orang', 'membutuhkan', 'permudah', 'proses', 'nya']",moga bantu ringan beban orang butuh mudah proses nya,semoga membantu meringankan beban orang membutuhkan permudah proses nya,2024-05,POSITIVE,0,0
mantap membantu sekali semoga menjadi manfaat buat yang betul membutuhkan dan tidak disalahgunakan,5,2024-05-11,"['mantap', 'membantu', 'semoga', 'manfaat', 'membutuhkan', 'disalahgunakan']",mantap bantu moga manfaat butuh disalahgunakan,mantap membantu semoga manfaat membutuhkan disalahgunakan,2024-05,POSITIVE,0,0
sudah lunas tapi kenapa masih ada notifikasi tagihan aneh ini aplikasi,1,2024-05-18,"['lunas', 'notifikasi', 'tagihan', 'aneh', 'aplikasi']",lunas notifikasi tagih aneh aplikasi,lunas notifikasi tagihan aneh aplikasi,2024-05,NEGATIVE,0,0
aplikasi nya sangat bagus dan membantu kita saat butuh uang mendadak banyak atas jasa ini,5,2024-05-07,"['aplikasi', 'nya', 'bagus', 'membantu', 'butuh', 'uang', 'mendadak', 'jasa']",aplikasi nya bagus bantu butuh uang dadak jasa,aplikasi nya bagus membantu butuh uang mendadak jasa,2024-05,POSITIVE,0,0
buat saat ini bintang dua nanti kalau emnk sudah bukti baru saya kasih bintang,2,2024-05-22,"['bintang', 'emnk', 'bukti', 'kasih', 'bintang']",bintang emnk bukti kasih bintang,bintang emnk bukti kasih bintang,2024-05,NEGATIVE,0,0
belum jatuh tempo sudah bayar kenapa mau ngajuin gagal dasar aneh,1,2024-05-07,"['jatuh', 'tempo', 'bayar', 'ngajuin', 'gagal', 'dasar', 'aneh']",jatuh tempo bayar ngajuin gagal dasar aneh,jatuh tempo bayar ngajuin gagal dasar aneh,2024-05,NEGATIVE,0,0
sangat membantu sekali semoga lancar dan terima kasih,5,2024-05-05,"['membantu', 'semoga', 'lancar', 'terima', 'kasih']",bantu moga lancar terima kasih,membantu semoga lancar terima kasih,2024-05,POSITIVE,0,0
guna ada limit bisa pakai respons lambat proses rumit jagan unduh,1,2024-05-25,"['limit', 'pakai', 'respons', 'lambat', 'proses', 'rumit', 'jagan', 'unduh']",limit pakai respons lambat proses rumit jagan unduh,limit pakai respons lambat proses rumit jagan unduh,2024-05,NEGATIVE,0,0
sangat membantu saat kesulitan keuangan terima kasih you buat belanja brng dagangan hehehe,5,2024-05-31,"['membantu', 'kesulitan', 'keuangan', 'terima', 'kasih', 'you', 'belanja', 'brng', 'dagangan', 'hehehe']",bantu sulit uang terima kasih you belanja brng dagang hehehe,membantu kesulitan keuangan terima kasih you belanja brng dagangan hehehe,2024-05,POSITIVE,0,0
bagus banget baru daftar sudah dikasih limit pinjaman cukup besar,5,2024-05-10,"['bagus', 'banget', 'daftar', 'dikasih', 'limit', 'pinjaman']",bagus banget daftar kasih limit pinjam,bagus banget daftar dikasih limit pinjaman,2024-05,POSITIVE,0,0
mantap aplikasi ini sangat berguna bagi pedaganag kecil kayak saya bisa buat putara,5,2024-05-14,"['mantap', 'aplikasi', 'berguna', 'pedaganag', 'kayak', 'putara']",mantap aplikasi guna pedaganag kayak putara,mantap aplikasi berguna pedaganag kayak putara,2024-05,POSITIVE,0,0
sangat membantu pada saat butuh dana mendesak terima kasih,5,2024-05-24,"['membantu', 'butuh', 'dana', 'mendesak', 'terima', 'kasih']",bantu butuh dana desak terima kasih,membantu butuh dana mendesak terima kasih,2024-05,POSITIVE,0,0
terima kasih credivo pinjam ana langsung cair credivo ini pokok baik sekali,5,2024-05-01,"['terima', 'kasih', 'credivo', 'pinjam', 'ana', 'langsung', 'cair', 'credivo', 'pokok']",terima kasih credivo pinjam ana langsung cair credivo pokok,terima kasih credivo pinjam ana langsung cair credivo pokok,2024-05,POSITIVE,0,0
pembayaran pernah terlambat hutang dilunasi perkara paylater pulsa akun langsung diblokir permanen tlol banget,1,2024-05-13,"['pembayaran', 'terlambat', 'hutang', 'dilunasi', 'perkara', 'paylater', 'pulsa', 'akun', 'langsung', 'diblokir', 'permanen', 'tlol', 'banget']",bayar lambat hutang lunas perkara paylater pulsa akun langsung blokir permanen tlol banget,pembayaran terlambat hutang dilunasi perkara paylater pulsa akun langsung diblokir permanen tlol banget,2024-05,NEGATIVE,0,0
saya sanga suka ada keredivo karena sangat membantu sekali terima kasih keredivo,5,2024-05-30,"['sanga', 'suka', 'keredivo', 'membantu', 'terima', 'kasih', 'keredivo']",sanga suka keredivo bantu terima kasih keredivo,sanga suka keredivo membantu terima kasih keredivo,2024-05,POSITIVE,0,0
mudah bertransaksi apapun dan ringan cicilan nya,5,2024-05-18,"['mudah', 'bertransaksi', 'apapun', 'ringan', 'cicilan', 'nya']",mudah transaksi apa ringan cicil nya,mudah bertransaksi apapun ringan cicilan nya,2024-05,POSITIVE,0,0
sangat membantu tidak rumit semoga dipertahankan kualitasnya,5,2024-05-24,"['membantu', 'rumit', 'semoga', 'dipertahankan', 'kualitasnya']",bantu rumit moga tahan kualitas,membantu rumit semoga dipertahankan kualitasnya,2024-05,POSITIVE,0,0
lapangan sudah kayak preman semua penagihanya kata katanya tidak menyenangkan,1,2024-05-20,"['lapangan', 'kayak', 'preman', 'penagihanya', 'menyenangkan']",lapang kayak preman penagihanya senang,lapangan kayak preman penagihanya menyenangkan,2024-05,NEGATIVE,0,0
aku kecewa sekali dengan kacau asal bintang sekarang kasih bintang,2,2024-05-01,"['kecewa', 'kacau', 'bintang', 'kasih', 'bintang']",kecewa kacau bintang kasih bintang,kecewa kacau bintang kasih bintang,2024-05,NEGATIVE,0,0
