content,score,at,token,lemmatized,clean,period,sentiment,is_positive,is_negative,rating_sentiment
tidak bisa daftar harus 3bulan kedepan daftar lagi susah,2,2023-09-19,"['daftar', '3bulan', 'kedepan', 'daftar', 'susah']",daftar 3bulan depan daftar susah,daftar 3bulan kedepan daftar susah,2023-09,NEGATIVE,0,1,NEGATIVE
penanganan terkait komplain pelanggan lambat berbelit itambah lempar kesana sini bukannya teratasi bahkan bikin emosi,1,2023-09-24,"['penanganan', 'terkait', 'komplain', 'pelanggan', 'lambat', 'berbelit', 'itambah', 'lempar', 'kesana', 'teratasi', 'bikin', 'emosi']",tangan kait komplain langgan lambat belit itambah lempar kesana atas bikin emosi,penanganan terkait komplain pelanggan lambat berbelit itambah lempar kesana teratasi bikin emosi,2023-09,NEGATIVE,0,1,NEGATIVE
sangat mudah sekali proses juga cepat terima kasih kredivo,5,2023-09-16,"['mudah', 'proses', 'cepat', 'terima', 'kasih', 'kredivo']",mudah proses cepat terima kasih kredivo,mudah proses cepat terima kasih kredivo,2023-09,POSITIVE,1,0,POSITIVE
mantap dana membantu pada saat membutuhkan diwaktu mendadak,5,2023-09-28,"['mantap', 'dana', 'membantu', 'membutuhkan', 'diwaktu', 'mendadak']",mantap dana bantu butuh waktu dadak,mantap dana membantu membutuhkan diwaktu mendadak,2023-09,POSITIVE,1,0,POSITIVE
sudah membantu semoga pelayanan terus dijaga semangat,5,2023-09-05,"['membantu', 'semoga', 'pelayanan', 'dijaga', 'semangat']",bantu moga layan jaga semangat,membantu semoga pelayanan dijaga semangat,2023-09,POSITIVE,1,0,POSITIVE
sudah tunggu sekian lama belum acc untuk mengupgrade padahal saya suka bertransaksi,5,2023-09-15,"['tunggu', 'sekian', 'acc', 'mengupgrade', 'suka', 'bertransaksi']",tunggu sekian acc mengupgrade suka transaksi,tunggu sekian acc mengupgrade suka bertransaksi,2023-09,POSITIVE,1,0,POSITIVE
mantap paylater sama dana cicilnya sangat membantu sangat rekomendasikan,5,2023-09-16,"['mantap', 'paylater', 'dana', 'cicilnya', 'membantu', 'rekomendasikan']",mantap paylater dana cicil bantu rekomendasi,mantap paylater dana cicilnya membantu rekomendasikan,2023-09,POSITIVE,1,0,POSITIVE
sangat meembantu dan mudahh terima kasih kredivo,5,2023-09-11,"['meembantu', 'mudahh', 'terima', 'kasih', 'kredivo']",meembantu mudahh terima kasih kredivo,meembantu mudahh terima kasih kredivo,2023-09,POSITIVE,1,0,POSITIVE
terbaik tapi sayang sekarang saya bisa bayar shoppe dan toko lain lagi mohon perbaikan,5,2023-09-10,"['terbaik', 'sayang', 'bayar', 'shoppe', 'toko', 'mohon', 'perbaikan']",baik sayang bayar shoppe toko mohon baik,terbaik sayang bayar shoppe toko mohon perbaikan,2023-09,POSITIVE,1,0,POSITIVE
aku laku sangat membantu dalam kebutuhan apapun sangat rekomendasikan untuk semua orang akulaku,5,2023-09-15,"['laku', 'membantu', 'kebutuhan', 'apapun', 'rekomendasikan', 'orang', 'akulaku']",laku bantu butuh apa rekomendasi orang akulaku,laku membantu kebutuhan apapun rekomendasikan orang akulaku,2023-09,POSITIVE,1,0,POSITIVE
sejauh ini masih nyaman dipakai ketimbang sopee tokopedia dan lainnya,5,2023-09-30,"['nyaman', 'dipakai', 'ketimbang', 'sopee', 'tokopedia']",nyaman pakai ketimbang sopee tokopedia,nyaman dipakai ketimbang sopee tokopedia,2023-09,POSITIVE,1,0,POSITIVE
yang sangat membantu banyak orang terima kasih kredivo,5,2023-09-21,"['membantu', 'orang', 'terima', 'kasih', 'kredivo']",bantu orang terima kasih kredivo,membantu orang terima kasih kredivo,2023-09,POSITIVE,1,0,POSITIVE
sangat membantu dan harga terjangkau terima kasih akulaku,5,2023-09-04,"['membantu', 'harga', 'terjangkau', 'terima', 'kasih', 'akulaku']",bantu harga jangkau terima kasih akulaku,membantu harga terjangkau terima kasih akulaku,2023-09,POSITIVE,1,0,POSITIVE
berkat saya bisa memakai untuk kebutuhan darurat sukses selalu akulaku,5,2023-09-22,"['berkat', 'memakai', 'kebutuhan', 'darurat', 'sukses', 'akulaku']",berkat pakai butuh darurat sukses akulaku,berkat memakai kebutuhan darurat sukses akulaku,2023-09,POSITIVE,1,0,POSITIVE
bunga rendah limit besar tenor panjang mantap,5,2023-09-26,"['bunga', 'rendah', 'limit', 'tenor', 'mantap']",bunga rendah limit tenor mantap,bunga rendah limit tenor mantap,2023-09,POSITIVE,1,0,POSITIVE
bagus semoga ada drama galbay dibuat buat oleh sistem seperti aplikasi sebelah,5,2023-09-20,"['bagus', 'semoga', 'drama', 'galbay', 'sistem', 'aplikasi', 'sebelah']",bagus moga drama galbay sistem aplikasi belah,bagus semoga drama galbay sistem aplikasi sebelah,2023-09,POSITIVE,1,0,POSITIVE
keren cuman butuh beberapa detik langsung cair,5,2023-09-06,"['keren', 'cuman', 'butuh', 'detik', 'langsung', 'cair']",keren cuman butuh detik langsung cair,keren cuman butuh detik langsung cair,2023-09,POSITIVE,1,0,POSITIVE
mantap pengajuan rumit pencairan sampai 5menit langsung masuk rekening semoga makin jaya,5,2023-09-18,"['mantap', 'pengajuan', 'rumit', 'pencairan', '5menit', 'langsung', 'masuk', 'rekening', 'semoga', 'jaya']",mantap aju rumit cair 5menit langsung masuk rekening moga jaya,mantap pengajuan rumit pencairan 5menit langsung masuk rekening semoga jaya,2023-09,POSITIVE,1,0,POSITIVE
mantap sangat membantu untuk usaha mantap sangat membantu untuk usaha,5,2023-09-24,"['mantap', 'membantu', 'usaha', 'mantap', 'membantu', 'usaha']",mantap bantu usaha mantap bantu usaha,mantap membantu usaha mantap membantu usaha,2023-09,POSITIVE,1,0,POSITIVE
saya kasih bintang sekaligus deh karena memang top sukses terus benar sangat membantuku,5,2023-09-01,"['kasih', 'bintang', 'deh', 'top', 'sukses', 'membantuku']",kasih bintang deh top sukses bantu,kasih bintang deh top sukses membantuku,2023-09,POSITIVE,1,0,POSITIVE
terblokir permanen tapi mau hapus data saya parah ini aplikasi,1,2023-09-01,"['terblokir', 'permanen', 'hapus', 'data', 'parah', 'aplikasi']",blokir permanen hapus data parah aplikasi,terblokir permanen hapus data parah aplikasi,2023-09,NEGATIVE,0,1,NEGATIVE
selama kit bisa jaga pembayaran dengan baik bagus kalau sampai terlambat bunga ammpun,5,2023-09-29,"['kit', 'jaga', 'pembayaran', 'bagus', 'terlambat', 'bunga', 'ammpun']",kit jaga bayar bagus lambat bunga ammpun,kit jaga pembayaran bagus terlambat bunga ammpun,2023-09,POSITIVE,1,0,POSITIVE
limit hanya pajangan saja dibuat beli pulsa atau paket data tidak bisa,1,2023-09-29,"['limit', 'pajangan', 'beli', 'pulsa', 'paket', 'data']",limit pajang beli pulsa paket data,limit pajangan beli pulsa paket data,2023-09,NEGATIVE,0,1,NEGATIVE
sudah bagus sih pelayanannya bagus serba bisa,4,2023-09-09,"['bagus', 'sih', 'pelayanannya', 'bagus', 'serba']",bagus sih layan bagus serba,bagus sih pelayanannya bagus serba,2023-09,POSITIVE,1,0,POSITIVE
sangat membantu saat kebutuhan mndadak pendanaan mudah terima kasih akulaku,5,2023-09-25,"['membantu', 'kebutuhan', 'mndadak', 'pendanaan', 'mudah', 'terima', 'kasih', 'akulaku']",bantu butuh mndadak dana mudah terima kasih akulaku,membantu kebutuhan mndadak pendanaan mudah terima kasih akulaku,2023-09,POSITIVE,1,0,POSITIVE
paket tidak sampai tapi kredit jalan tutup saja box,1,2023-09-22,"['paket', 'kredit', 'jalan', 'tutup', 'box']",paket kredit jalan tutup box,paket kredit jalan tutup box,2023-09,NEGATIVE,0,1,NEGATIVE
terima kasih semoga sukses terus untuk ini terbaik sekali sangat membantu kita,5,2023-09-13,"['terima', 'kasih', 'semoga', 'sukses', 'terbaik', 'membantu']",terima kasih moga sukses baik bantu,terima kasih semoga sukses terbaik membantu,2023-09,POSITIVE,1,0,POSITIVE
sangat membantu buat orang butuh modal untuk penjualan terima kasih kredivo,5,2023-09-29,"['membantu', 'orang', 'butuh', 'modal', 'penjualan', 'terima', 'kasih', 'kredivo']",bantu orang butuh modal jual terima kasih kredivo,membantu orang butuh modal penjualan terima kasih kredivo,2023-09,POSITIVE,1,0,POSITIVE
suka dan puas banget belanja sukses selalu,5,2023-09-03,"['suka', 'puas', 'banget', 'belanja', 'sukses']",suka puas banget belanja sukses,suka puas banget belanja sukses,2023-09,POSITIVE,1,0,POSITIVE
mantap semoga makin banyak promo promo nya,5,2023-09-16,"['mantap', 'semoga', 'promo', 'promo', 'nya']",mantap moga promo promo nya,mantap semoga promo promo nya,2023-09,POSITIVE,1,0,POSITIVE
mengecewakan saya minta bantua akun ditutup permanen minimal,1,2023-09-29,"['mengecewakan', 'bantua', 'akun', 'ditutup', 'permanen', 'minimal']",kecewa bantua akun tutup permanen minimal,mengecewakan bantua akun ditutup permanen minimal,2023-09,NEGATIVE,0,1,NEGATIVE
terbaik bunga rendah dan proses cepat serta mudah,5,2023-09-25,"['terbaik', 'bunga', 'rendah', 'proses', 'cepat', 'mudah']",baik bunga rendah proses cepat mudah,terbaik bunga rendah proses cepat mudah,2023-09,POSITIVE,1,0,POSITIVE
ini betul sangat membantu urgen masalah kekurangan modal usaha saya,5,2023-09-21,"['membantu', 'urgen', 'kekurangan', 'modal', 'usaha']",bantu urgen kurang modal usaha,membantu urgen kekurangan modal usaha,2023-09,POSITIVE,1,0,POSITIVE
tidak membantu pas mengajukan retur refund bahkan berbelit belit,1,2023-09-13,"['membantu', 'pas', 'mengajukan', 'retur', 'refund', 'berbelit', 'belit']",bantu pas aju retur refund belit belit,membantu pas mengajukan retur refund berbelit belit,2023-09,NEGATIVE,0,1,NEGATIVE
mantap untuk cair cepat bayar cepat naik limit cepat juga joss terus,5,2023-09-25,"['mantap', 'cair', 'cepat', 'bayar', 'cepat', 'limit', 'cepat', 'joss']",mantap cair cepat bayar cepat limit cepat joss,mantap cair cepat bayar cepat limit cepat joss,2023-09,POSITIVE,1,0,POSITIVE
bagus tapi pembayaran tiap bulan kenapa tidak setujui pihak analis bantu dong,2,2023-09-03,"['bagus', 'pembayaran', 'setujui', 'analis', 'bantu']",bagus bayar tuju analis bantu,bagus pembayaran setujui analis bantu,2023-09,NEGATIVE,0,1,NEGATIVE
mantap dan terpercaya sudah terpgrade otomatis mantap buat kredivo,5,2023-09-30,"['mantap', 'terpercaya', 'terpgrade', 'otomatis', 'mantap', 'kredivo']",mantap terpercaya terpgrade otomatis mantap kredivo,mantap terpercaya terpgrade otomatis mantap kredivo,2023-09,POSITIVE,1,0,POSITIVE
pendaftaran sangat cepat tinggal tunggu acc mind,4,2023-09-20,"['pendaftaran', 'cepat', 'tinggal', 'tunggu', 'acc', 'mind']",daftar cepat tinggal tunggu acc mind,pendaftaran cepat tinggal tunggu acc mind,2023-09,POSITIVE,1,0,POSITIVE
bagus sangat membantu pengajuan top limit sudah kali tidak setujui,5,2023-09-25,"['bagus', 'membantu', 'pengajuan', 'top', 'limit', 'kali', 'setujui']",bagus bantu aju top limit kali tuju,bagus membantu pengajuan top limit kali setujui,2023-09,POSITIVE,1,0,POSITIVE
bunga lebih murah dari pada platform lain terbaik sih kredivo,5,2023-09-21,"['bunga', 'murah', 'platform', 'terbaik', 'sih', 'kredivo']",bunga murah platform baik sih kredivo,bunga murah platform terbaik sih kredivo,2023-09,POSITIVE,1,0,POSITIVE
selalu menjadi terbaik dalam memahami penggunanya terima kasih kredivo,5,2023-09-28,"['terbaik', 'memahami', 'penggunanya', 'terima', 'kasih', 'kredivo']",baik paham guna terima kasih kredivo,terbaik memahami penggunanya terima kasih kredivo,2023-09,POSITIVE,1,0,POSITIVE
macet lama kali verifikasinya limit gede tapi tidak ada guna,1,2023-09-05,"['macet', 'kali', 'verifikasinya', 'limit', 'gede']",macet kali verifikasi limit gede,macet kali verifikasinya limit gede,2023-09,NEGATIVE,0,1,NEGATIVE
mudah acc idondana aplikasi tidak ruwet dan gampang,5,2023-09-16,"['mudah', 'acc', 'idondana', 'aplikasi', 'ruwet', 'gampang']",mudah acc idondana aplikasi ruwet gampang,mudah acc idondana aplikasi ruwet gampang,2023-09,POSITIVE,1,0,POSITIVE
ntuk saat ini sangat membantu dan proses mudah banget tidak rumit,5,2023-09-10,"['ntuk', 'membantu', 'proses', 'mudah', 'banget', 'rumit']",ntuk bantu proses mudah banget rumit,ntuk membantu proses mudah banget rumit,2023-09,POSITIVE,1,0,POSITIVE
bagus dan sangat membantu semoga limitnya cepat dinaikan,5,2023-09-29,"['bagus', 'membantu', 'semoga', 'limitnya', 'cepat', 'dinaikan']",bagus bantu moga limit cepat naik,bagus membantu semoga limitnya cepat dinaikan,2023-09,POSITIVE,1,0,POSITIVE
percuma limit paylatter sampai 5jt tapi tidak bisa di pakai kecewa banget,1,2023-09-02,"['limit', 'paylatter', '5jt', 'pakai', 'kecewa', 'banget']",limit paylatter 5jt pakai kecewa banget,limit paylatter 5jt pakai kecewa banget,2023-09,NEGATIVE,0,1,NEGATIVE
cicilan sudah lunas tapi tetap saja menerima panggilan tolong pembayaran juga bagus jangan terus menghantui,1,2023-09-14,"['cicilan', 'lunas', 'menerima', 'panggilan', 'tolong', 'pembayaran', 'bagus', 'menghantui']",cicil lunas terima panggil tolong bayar bagus hantu,cicilan lunas menerima panggilan tolong pembayaran bagus menghantui,2023-09,NEGATIVE,0,1,NEGATIVE
terima kasih says kepecayahan kesaya soal sangat membantu keluarga says terima kasih kredivo,5,2023-09-16,"['terima', 'kasih', 'says', 'kepecayahan', 'kesaya', 'membantu', 'keluarga', 'says', 'terima', 'kasih', 'kredivo']",terima kasih says kepecayahan saya bantu keluarga says terima kasih kredivo,terima kasih says kepecayahan kesaya membantu keluarga says terima kasih kredivo,2023-09,POSITIVE,1,0,POSITIVE
puas terima kasih langsung tutup akunnya tlat bayar beberapa bulan juga,5,2023-09-30,"['puas', 'terima', 'kasih', 'langsung', 'tutup', 'akunnya', 'tlat', 'bayar']",puas terima kasih langsung tutup akun tlat bayar,puas terima kasih langsung tutup akunnya tlat bayar,2023-09,POSITIVE,1,0,POSITIVE
sangat membantu dan bunga ringan jangka waktu pun bisa sesuaikan,5,2023-09-29,"['membantu', 'bunga', 'ringan', 'jangka', 'sesuaikan']",bantu bunga ringan jangka sesuai,membantu bunga ringan jangka sesuaikan,2023-09,POSITIVE,1,0,POSITIVE
lumayan dapat kupon gede semoga limit bisa cepat dinaikkin,5,2023-09-23,"['lumayan', 'kupon', 'gede', 'semoga', 'limit', 'cepat', 'dinaikkin']",lumayan kupon gede moga limit cepat dinaikkin,lumayan kupon gede semoga limit cepat dinaikkin,2023-09,POSITIVE,1,0,POSITIVE
bagus sangat membantu ketika butuh dana darurat,5,2023-09-10,"['bagus', 'membantu', 'butuh', 'dana', 'darurat']",bagus bantu butuh dana darurat,bagus membantu butuh dana darurat,2023-09,POSITIVE,1,0,POSITIVE
aneh pembayaran selalu tepat waktu tapi pas pengajuan tolak awalnya bagus saja,1,2023-09-30,"['aneh', 'pembayaran', 'pas', 'pengajuan', 'tolak', 'bagus']",aneh bayar pas aju tolak bagus,aneh pembayaran pas pengajuan tolak bagus,2023-09,NEGATIVE,0,1,NEGATIVE
kalau bisa kasih pelanggan angsuran lebih ringan biar bisa bayar setiap bulanya,5,2023-09-20,"['kasih', 'pelanggan', 'angsuran', 'ringan', 'biar', 'bayar', 'bulanya']",kasih langgan angsur ringan biar bayar bulanya,kasih pelanggan angsuran ringan biar bayar bulanya,2023-09,POSITIVE,1,0,POSITIVE
pinjaman daring terbaik saya akan berusaha menjadi nasabah terbaik,5,2023-09-15,"['pinjaman', 'daring', 'terbaik', 'berusaha', 'nasabah', 'terbaik']",pinjam daring baik usaha nasabah baik,pinjaman daring terbaik berusaha nasabah terbaik,2023-09,POSITIVE,1,0,POSITIVE
sangat membantu pinjaman dan penagihan pengingat jatuh tempo juga sangat ramah terima kasih akulaku,5,2023-09-22,"['membantu', 'pinjaman', 'penagihan', 'pengingat', 'jatuh', 'tempo', 'ramah', 'terima', 'kasih', 'akulaku']",bantu pinjam tagih ingat jatuh tempo ramah terima kasih akulaku,membantu pinjaman penagihan pengingat jatuh tempo ramah terima kasih akulaku,2023-09,POSITIVE,1,0,POSITIVE
salah satu bantuan saat mendesak dengan proses yang cepat,5,2023-09-22,"['salah', 'bantuan', 'mendesak', 'proses', 'cepat']",salah bantu desak proses cepat,salah bantuan mendesak proses cepat,2023-09,POSITIVE,1,0,POSITIVE
lancar jaya jangan ragu bagi membutuhkan ramah dan sopan,5,2023-09-01,"['lancar', 'jaya', 'ragu', 'membutuhkan', 'ramah', 'sopan']",lancar jaya ragu butuh ramah sopan,lancar jaya ragu membutuhkan ramah sopan,2023-09,POSITIVE,1,0,POSITIVE
muantap poll sudah bunganya agak lumayan tetapi kualutasnya bagus,5,2023-09-16,"['muantap', 'poll', 'bunganya', 'lumayan', 'kualutasnya', 'bagus']",muantap poll bunga lumayan kualutasnya bagus,muantap poll bunganya lumayan kualutasnya bagus,2023-09,POSITIVE,1,0,POSITIVE
semoga makin lancar dan bermanfaat bagi banyak orang aamiin,5,2023-09-05,"['semoga', 'lancar', 'bermanfaat', 'orang', 'aamiin']",moga lancar manfaat orang aamiin,semoga lancar bermanfaat orang aamiin,2023-09,POSITIVE,1,0,POSITIVE
saya sudah berapa kali daftar acc kecewa tidak bisa gunakan play leter,1,2023-09-18,"['kali', 'daftar', 'acc', 'kecewa', 'play', 'leter']",kali daftar acc kecewa play leter,kali daftar acc kecewa play leter,2023-09,NEGATIVE,0,1,NEGATIVE
aneh limit tiba berkurang paling rendah padahal bayar lunas jangkanga masih bulan,2,2023-09-25,"['aneh', 'limit', 'berkurang', 'rendah', 'bayar', 'lunas', 'jangkanga']",aneh limit kurang rendah bayar lunas jangkanga,aneh limit berkurang rendah bayar lunas jangkanga,2023-09,NEGATIVE,0,1,NEGATIVE
bagus bunga murah tanpa potongan biaya mantap lah,5,2023-09-19,"['bagus', 'bunga', 'murah', 'potongan', 'biaya', 'mantap']",bagus bunga murah potong biaya mantap,bagus bunga murah potongan biaya mantap,2023-09,POSITIVE,1,0,POSITIVE
cukup puas dengan adanya ini simpel penggunaannya pelayanan memuaskan tentunya profesional,5,2023-09-29,"['puas', 'simpel', 'penggunaannya', 'pelayanan', 'memuaskan', 'profesional']",puas simpel guna layan puas profesional,puas simpel penggunaannya pelayanan memuaskan profesional,2023-09,POSITIVE,1,0,POSITIVE
puas samaaku laku tapi sayang belum bisa kredit barang aku laku,5,2023-09-15,"['puas', 'samaaku', 'laku', 'sayang', 'kredit', 'barang', 'laku']",puas samaaku laku sayang kredit barang laku,puas samaaku laku sayang kredit barang laku,2023-09,POSITIVE,1,0,POSITIVE
susah buat pengajuan padahal pemabayaran lancar kalau sudah gampang baru kasih bintang,1,2023-09-15,"['susah', 'pengajuan', 'pemabayaran', 'lancar', 'gampang', 'kasih', 'bintang']",susah aju pemabayaran lancar gampang kasih bintang,susah pengajuan pemabayaran lancar gampang kasih bintang,2023-09,NEGATIVE,0,1,NEGATIVE
bagus banget cepat banget buat butuh pinjaman cepat,5,2023-09-28,"['bagus', 'banget', 'cepat', 'banget', 'butuh', 'pinjaman', 'cepat']",bagus banget cepat banget butuh pinjam cepat,bagus banget cepat banget butuh pinjaman cepat,2023-09,POSITIVE,1,0,POSITIVE
beberapa kali pengajuan tolak dari tahun kemarin hingga sekarang isu bohong,1,2023-09-22,"['kali', 'pengajuan', 'tolak', 'kemarin', 'isu', 'bohong']",kali aju tolak kemarin isu bohong,kali pengajuan tolak kemarin isu bohong,2023-09,NEGATIVE,0,1,NEGATIVE
sangat mudah nyata memberi kenyamana terhadap nasabah jadi langganan terus makaciih kredivo,5,2023-09-18,"['mudah', 'nyata', 'kenyamana', 'nasabah', 'langganan', 'makaciih', 'kredivo']",mudah nyata kenyamana nasabah langgan makaciih kredivo,mudah nyata kenyamana nasabah langganan makaciih kredivo,2023-09,POSITIVE,1,0,POSITIVE
terima kasih atas kepercayaan sudah banyak membantu mudah pengajuan verifikasi semoga limit makin besar,4,2023-09-12,"['terima', 'kasih', 'kepercayaan', 'membantu', 'mudah', 'pengajuan', 'verifikasi', 'semoga', 'limit']",terima kasih percaya bantu mudah aju verifikasi moga limit,terima kasih kepercayaan membantu mudah pengajuan verifikasi semoga limit,2023-09,POSITIVE,1,0,POSITIVE
layanan yang sangat membantu saya tapi sayang pinjaman dana belum muncul,5,2023-09-03,"['layanan', 'membantu', 'sayang', 'pinjaman', 'dana', 'muncul']",layan bantu sayang pinjam dana muncul,layanan membantu sayang pinjaman dana muncul,2023-09,POSITIVE,1,0,POSITIVE
mantap banyak box sangat membantu bisa cicil bunga ringan,5,2023-09-09,"['mantap', 'box', 'membantu', 'cicil', 'bunga', 'ringan']",mantap box bantu cicil bunga ringan,mantap box membantu cicil bunga ringan,2023-09,POSITIVE,1,0,POSITIVE
mantap sangat membantu saat saya membutuhkan semoga sukses selalu buat saya dan mantap top,5,2023-09-22,"['mantap', 'membantu', 'membutuhkan', 'semoga', 'sukses', 'mantap', 'top']",mantap bantu butuh moga sukses mantap top,mantap membantu membutuhkan semoga sukses mantap top,2023-09,POSITIVE,1,0,POSITIVE
terima kasih sangat membantu sekali proses cepat dan rumit,5,2023-09-06,"['terima', 'kasih', 'membantu', 'proses', 'cepat', 'rumit']",terima kasih bantu proses cepat rumit,terima kasih membantu proses cepat rumit,2023-09,POSITIVE,1,0,POSITIVE
tiap mau ngaktifin play later tolak mulu,1,2023-09-07,"['ngaktifin', 'play', 'later', 'tolak', 'mulu']",ngaktifin play later tolak mulu,ngaktifin play later tolak mulu,2023-09,NEGATIVE,0,1,NEGATIVE
tambah lama tambah kurang ajar minta akses membaca terinstal dihp,1,2023-09-24,"['ajar', 'akses', 'membaca', 'terinstal', 'dihp']",ajar akses baca terinstal dihp,ajar akses membaca terinstal dihp,2023-09,NEGATIVE,0,1,NEGATIVE
bintang satu kalau acc tambah baru juga ngajuin baru pertama ngajuin langsung tolak,1,2023-09-14,"['bintang', 'acc', 'ngajuin', 'ngajuin', 'langsung', 'tolak']",bintang acc ngajuin ngajuin langsung tolak,bintang acc ngajuin ngajuin langsung tolak,2023-09,NEGATIVE,0,1,NEGATIVE
bunganya mahhal masih mudah dan murah bayar lwt bca tanpa admin kalau kreivo,5,2023-09-21,"['bunganya', 'mahhal', 'mudah', 'murah', 'bayar', 'lwt', 'bca', 'admin', 'kreivo']",bunga mahhal mudah murah bayar lwt bca admin kreivo,bunganya mahhal mudah murah bayar lwt bca admin kreivo,2023-09,POSITIVE,1,0,POSITIVE
mudah sekali terus amanah iya untuk melalui pembayaran ditambah lagi untuk ana iya kak,5,2023-09-18,"['mudah', 'amanah', 'iya', 'pembayaran', 'ditambah', 'ana', 'iya', 'kak']",mudah amanah iya bayar tambah ana iya kak,mudah amanah iya pembayaran ditambah ana iya kak,2023-09,POSITIVE,1,0,POSITIVE
baru kali ini coba beli barang semoga sesuai dipromosikan dengan barang datang,5,2023-09-21,"['kali', 'coba', 'beli', 'barang', 'semoga', 'sesuai', 'dipromosikan', 'barang']",kali coba beli barang moga sesuai promosi barang,kali coba beli barang semoga sesuai dipromosikan barang,2023-09,POSITIVE,1,0,POSITIVE
proses cepat dan mudah masih menunggu proses acc,5,2023-09-01,"['proses', 'cepat', 'mudah', 'menunggu', 'proses', 'acc']",proses cepat mudah tunggu proses acc,proses cepat mudah menunggu proses acc,2023-09,POSITIVE,1,0,POSITIVE
sangat membantu disaat ada keperluan mendesak bunga ringan pengajuan cepat,5,2023-09-30,"['membantu', 'disaat', 'keperluan', 'mendesak', 'bunga', 'ringan', 'pengajuan', 'cepat']",bantu saat perlu desak bunga ringan aju cepat,membantu disaat keperluan mendesak bunga ringan pengajuan cepat,2023-09,POSITIVE,1,0,POSITIVE
ari awal aptar tidak pernah setji aplikasi sampah,1,2023-10-01,"['ari', 'aptar', 'setji', 'aplikasi', 'sampah']",ari aptar setji aplikasi sampah,ari aptar setji aplikasi sampah,2023-10,NEGATIVE,0,1,NEGATIVE
rumit transaksi dtolak mulu padahal pernah terlambat bayar tagihan,1,2023-10-31,"['rumit', 'transaksi', 'dtolak', 'mulu', 'terlambat', 'bayar', 'tagihan']",rumit transaksi dtolak mulu lambat bayar tagih,rumit transaksi dtolak mulu terlambat bayar tagihan,2023-10,NEGATIVE,0,1,NEGATIVE
telpon suruh cairin giliran pinjaman tolak aplikasi apa kayak ginih,1,2023-10-28,"['telpon', 'suruh', 'cairin', 'giliran', 'pinjaman', 'tolak', 'aplikasi', 'kayak', 'ginih']",telpon suruh cairin gilir pinjam tolak aplikasi kayak ginih,telpon suruh cairin giliran pinjaman tolak aplikasi kayak ginih,2023-10,NEGATIVE,0,1,NEGATIVE
error baru bayar cicilan langsung bisa buka nya,2,2023-10-25,"['error', 'bayar', 'cicilan', 'langsung', 'buka', 'nya']",error bayar cicil langsung buka nya,error bayar cicilan langsung buka nya,2023-10,NEGATIVE,0,1,NEGATIVE
pengisian rumit bahkan tolak saya hapus instalan per tanggal,1,2023-10-16,"['pengisian', 'rumit', 'tolak', 'hapus', 'instalan', 'tanggal']",isi rumit tolak hapus instalan tanggal,pengisian rumit tolak hapus instalan tanggal,2023-10,NEGATIVE,0,1,NEGATIVE
jelek tidak pernah terlambat tapi akun tidak bisa pakai transaksi,1,2023-10-31,"['jelek', 'terlambat', 'akun', 'pakai', 'transaksi']",jelek lambat akun pakai transaksi,jelek terlambat akun pakai transaksi,2023-10,NEGATIVE,0,1,NEGATIVE
terima kasih semoga terus maju dan jaya,5,2023-10-15,"['terima', 'kasih', 'semoga', 'maju', 'jaya']",terima kasih moga maju jaya,terima kasih semoga maju jaya,2023-10,POSITIVE,1,0,POSITIVE
pinjaman saya tidak acc sudah pengajuan tetap saja tolak kalau acc saya naikan bintang,1,2023-10-09,"['pinjaman', 'acc', 'pengajuan', 'tolak', 'acc', 'naikan', 'bintang']",pinjam acc aju tolak acc naik bintang,pinjaman acc pengajuan tolak acc naikan bintang,2023-10,NEGATIVE,0,1,NEGATIVE
kali mau aktifin paylater menunggu terus berbulan bulan,1,2023-10-21,"['kali', 'aktifin', 'paylater', 'menunggu', 'berbulan']",kali aktifin paylater tunggu bulan,kali aktifin paylater menunggu berbulan,2023-10,NEGATIVE,0,1,NEGATIVE
sangat puas transparan semoga tetap lancar kedepanya,5,2023-10-13,"['puas', 'transparan', 'semoga', 'lancar', 'kedepanya']",puas transparan moga lancar depa,puas transparan semoga lancar kedepanya,2023-10,POSITIVE,1,0,POSITIVE
lumayan membantu dengan menggunakan pinjaman limit saya dapatkan juga lumayan besar terima kasih akulaku,5,2023-10-29,"['lumayan', 'membantu', 'pinjaman', 'limit', 'dapatkan', 'lumayan', 'terima', 'kasih', 'akulaku']",lumayan bantu pinjam limit dapat lumayan terima kasih akulaku,lumayan membantu pinjaman limit dapatkan lumayan terima kasih akulaku,2023-10,POSITIVE,1,0,POSITIVE
mudah cepat dan limit tinggi pilihan tepat untuk pinjaman,5,2023-10-07,"['mudah', 'cepat', 'limit', 'pilihan', 'pinjaman']",mudah cepat limit pilih pinjam,mudah cepat limit pilihan pinjaman,2023-10,POSITIVE,1,0,POSITIVE
proses rumit sekali sudah berusaha kesana kemari teryata dibohongi ini playlater busuk,1,2023-10-07,"['proses', 'rumit', 'berusaha', 'kesana', 'kemari', 'teryata', 'dibohongi', 'playlater', 'busuk']",proses rumit usaha kesana kemari teryata bohong playlater busuk,proses rumit berusaha kesana kemari teryata dibohongi playlater busuk,2023-10,NEGATIVE,0,1,NEGATIVE
